CNPJ_CIA;DENOM_SOCIAL;SIT
15.104.599/0001-80;SA MINERACAO DE AMIANTO;CANCELADA
33.000.571/0001-85;SA WHITE MARTINS;CANCELADA
11.616.840/0001-08;SAAG INVESTIMENTOS S.A.;CANCELADA
03.818.379/0001-30;SABER SERVIÇOS EDUCACIONAIS S.A.;ATIVO
83.313.205/0001-54;SADIA AVICOLA SA;CANCELADA
83.568.147/0001-00;SADIA CONCORDIA SA IND E COM;CANCELADA
03.906.591/0001-59;SADIA SA;CANCELADA
20.730.099/0001-94;SADIA SA;CANCELADA
49.039.936/0001-15;SADOKIN SA ELETRICA ELETRONICA;CANCELADA
13.522.948/0001-59;SAFIRA HOLDING S.A.;ATIVO
08.140.464/0001-05;SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;CANCELADA
43.338.730/0001-00;SAFRA HOLDING SA;CANCELADA
62.063.177/0001-94;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;CANCELADA
62.063.177/0001-94;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;CANCELADA
62.063.177/0001-94;SAFRA LEASING SA ARRENDAMENTO  MERCANTIL;CANCELADA
43.422.013/0001-61;SAFRA SA ADM E PARTICIPACOES;CANCELADA
08.638.282/0001-69;SAHY PARTICIPAÇÕES SA;CANCELADA
28.672.087/0001-62;SAINT-GOBAIN CANALIZAÇÃO S/A;CANCELADA
60.853.942/0001-44;SAINT-GOBAIN VIDROS SA;CANCELADA
12.296.919/0001-53;SALGEMA INDS QUIMICAS SA;CANCELADA
15.494.541/0001-90;SALUS INFRAESTRUTURA PORTUÁRIA S.A.;ATIVO
60.531.548/0001-90;SAMCIL SA SERV ASSIS MED AO CI;CANCELADA
01.616.929/0001-02;SANEAMENTO DE GOIAS SA;ATIVO
02.724.983/0001-34;SANESALTO SANEAMENTO SA;ATIVO
33.033.960/0001-07;SANO SA INDUSTRIA E COMERCIO;CANCELADA
61.070.678/0001-35;SANSUY SA IND DE PLASTICOS;CANCELADA
14.807.945/0001-24;SANSUY SA INDÚSTRIA  DE PLASTICOS;ATIVO
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;ATIVO
61.105.474/0001-92;SANTACONSTANCIA TECELAGEM SA;CANCELADA
72.418.478/0001-47;SANTANA TEXTIL SA;CANCELADA
00.589.171/0001-06;SANTANDER BRASIL ARRENDAMENTO MERCANTIL S.A.;CANCELADA
42.291.245/0001-65;SANTANDER LEASING S.A. ARREND MERC;CANCELADA
47.193.149/0001-06;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;CANCELADA
47.193.149/0001-06;SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL;CANCELADA
61.101.895/0001-45;SANTHER FAB.DE PAPEL SANTA THEREZINHA SA;CANCELADA
61.101.895/0001-45;SANTHER FAB.DE PAPEL SANTA THEREZINHA SA;CANCELADA
33.009.960/0001-71;SANTISTA ALIMENTOS SA;CANCELADA
15.082.688/0001-73;SANTISTA TEXTIL SA;CANCELADA
09.391.823/0001-60;SANTO ANTONIO ENERGIA S.A.;ATIVO
02.762.121/0001-04;SANTOS BRASIL PARTICIPAÇÕES S.A.;ATIVO
02.762.121/0001-04;SANTOS BRASIL PARTICIPAÇÕES S.A.;ATIVO
08.519.271/0001-60;SANTOS BRASIL TECON S.A.;CANCELADA
08.811.226/0001-84;SAO BRAZ SA IND COM ALIMENTOS;CANCELADA
29.780.061/0001-09;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;ATIVO
29.780.061/0001-09;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;ATIVO
44.220.580/0001-06;SAO LUIZ PARTICIPACOES SA;CANCELADA
51.466.860/0001-56;SÃO MARTINHO SA;ATIVO
62.002.886/0001-60;SÃO PAULO TURISMO S.A.;ATIVO
04.106.907/0001-90;SÃO PAULO WELLNESS S/A;CANCELADA
44.841.035/0001-29;SAP SECURITIZADORA DE CREDITOS FINANCEIROS S.A.;CANCELADA
10.922.052/0001-79;SARABOR SA REGENS ARTEFS BORR;CANCELADA
60.500.139/0001-26;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;ATIVO
33.429.226/0001-61;SATMA SUL AMERICA PARTS SA;CANCELADA
00.866.577/0001-80;SAUIPE SA;CANCELADA
60.591.609/0001-04;SAVENA SA VEICS NAC COM REPR;CANCELADA
06.347.409/0001-65;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;ATIVO
19.288.959/0001-00;SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.;CANCELADA
17.568.683/0001-80;SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;CANCELADA
00.285.599/0001-57;SCGR EMPRS PARTICIPACOES SA;CANCELADA
84.693.183/0001-68;SCHULZ SA;ATIVO
47.379.565/0001-95;SCOPUS TECNOLOGIA SA;CANCELADA
93.167.658/0001-73;SDV ADM-DE SHOPPING CENTERS SA;CANCELADA
01.545.828/0001-98;SE SA COMERCIO E IMPORTACAO;CANCELADA
14.042.551/0001-22;SEABRAS SERVIÇOS DE PETROLEO S/A;CANCELADA
02.914.460/0001-50;SEARA ALIMENTOS SA;CANCELADA
84.374.818/0001-64;SEARA INDUSTRIAL SA;CANCELADA
60.874.633/0001-50;SEARLE BRASIL SA;CANCELADA
20.445.827/0001-16;SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS;CANCELADA
07.119.838/0001-48;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;ATIVO
07.119.838/0001-48;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;ATIVO
61.592.895/0001-95;SECURIT SA;CANCELADA
88.615.315/0001-94;SEHBE CIA DE PARTICIPACOES;CANCELADA
88.658.752/0001-95;SEHBE SA HOTEIS E TURISMO;CANCELADA
87.043.832/0001-73;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;ATIVO
22.902.694/0001-95;SELF IT ACADEMIAS HOLDING S.A.;CANCELADA
56.783.681/0001-66;SEMENTES AGROCERES SA;CANCELADA
61.364.725/0001-53;SEMER SA;CANCELADA
61.151.445/0001-67;SEMP TOSHIBA SA;CANCELADA
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;ATIVO
31.911.548/0001-17;SENDAS S/A;CANCELADA
22.495.265/0001-40;SENECA COMPANHIA SECURITIZADORA;CANCELADA
80.680.093/0001-81;SENIOR SISTEMAS S.A.;ATIVO
01.599.101/0001-93;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;ATIVO
04.986.320/0001-13;SER EDUCACIONAL S.A.;ATIVO
42.500.384/0001-51;SERENA ENERGIA S.A.;ATIVO
09.149.503/0001-06;SERENA GERAÇÃO S.A.;CANCELADA
09.149.503/0001-06;SERENA GERAÇÃO S.A.;ATIVO
33.161.340/0001-53;SERGEN SERVS GERAIS DE ENG SA;CANCELADA
17.244.161/0001-23;SERMECO SERV MEC ENG CONST SA;CANCELADA
01.369.947/0001-37;SERNAMBETIBA TRUST SPE SA;CANCELADA
00.545.378/0001-70;SERRA AZUL WATER PARK SA;CANCELADA
33.315.367/0001-53;SERTEP SA ENG. E MONTAGEM;CANCELADA
61.467.379/0001-39;SERVIX ENGENHARIA SA;CANCELADA
89.717.268/0001-52;SETA SA EXTRAT TANINO ACACIA;CANCELADA
61.413.423/0001-28;SETAL INSTALACOES INDLS SA;CANCELADA
08.638.269/0001-00;SETIBA PARTICIPAÇÕES S/A;CANCELADA
00.115.890/0001-87;SHOPPING CENTER TACARUNA SA;CANCELADA
01.104.894/0001-22;SHOPTIME SA;CANCELADA
88.270.178/0001-01;SIBISA TRADING SA;CANCELADA
15.144.306/0001-99;SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A);CANCELADA
77.623.163/0001-55;SID INFORMATICA SA;CANCELADA
19.882.497/0001-47;SID MICROELETRONICA SA;CANCELADA
00.367.961/0001-39;SIDERURGIA BRASILEIRA SA;CANCELADA
10.807.923/0001-03;SIDERURGICA ACONORTE SA;CANCELADA
89.011.795/0001-47;SIDERURGICA CEARENSE S/A;CANCELADA
57.490.229/0001-79;SIDERURGICA COFERRAZ SA;CANCELADA
76.486.430/0001-27;SIDERURGICA GUAIRA SA;CANCELADA
42.119.370/0001-92;SIDERURGICA HIME;CANCELADA
61.156.931/0001-78;SIDERURGICA J L ALIPERTI SA;ATIVO
92.780.311/0001-39;SIDERURGICA RIOGRANDENSE SA;CANCELADA
60.499.605/0001-09;SIFCO SA;CANCELADA
52.211.539/0001-93;SIFCOINVEST SA;CANCELADA
82.612.532/0001-44;SIMESC SA;CANCELADA
07.415.333/0001-20;SIMPAR S.A.;ATIVO
04.065.791/0001-99;SINQIA S.A.;CANCELADA
04.065.791/0001-99;SINQIA S.A.;CANCELADA
22.668.529/0001-10;SIOM SA I INSTRS DE OTICA MEC;CANCELADA
57.491.276/0001-37;SIPOREX CONCRETO CELULAR SA;CANCELADA
13.539.713/0001-70;SISAL BAHIA HOTEIS TURISMO SA;CANCELADA
33.146.762/0001-50;SISAL IMOB SANTO AFONSO SA;CANCELADA
17.165.036/0001-28;SIT SOC DE INSTALACOES TECS SA;CANCELADA
89.096.457/0001-55;SLC AGRICOLA SA;ATIVO
31.910.308/0001-06;SLOT URBANISMO S.A.;CANCELADA
00.694.303/0001-51;SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;CANCELADA
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;ATIVO
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;ATIVO
05.730.375/0001-20;SMILES FIDELIDADE S.A.;CANCELADA
15.912.764/0001-20;SMILES S.A.;CANCELADA
73.903.718/0001-61;SNB PARTICIPACOES SA;ATIVO
60.869.005/0001-87;SOBLOCO CONSTRUTORA SA;CANCELADA
60.594.538/0001-01;SOBRAL INVICTA SA;CANCELADA
60.852.035/0001-80;SOCIED. PAULIS ARTEF METALS/A;CANCELADA
46.119.855/0001-37;SOCIEDADE ABASTECIMENTO DE AGUA E SANEAMENTO SA;ATIVO
01.624.528/0001-02;SOCIEDADE PART CIMENTEIRAS SA;CANCELADA
51.936.094/0001-46;SOFIMA SA;CANCELADA
62.816.426/0001-75;SOGERAL LEASING SA ARREND MERC;CANCELADA
32.286.411/0001-81;SOLA SA INDS ALIMENTICIAS;CANCELADA
05.615.334/0001-93;SOLAE DO BRASIL HOLDINGS SA;CANCELADA
41.052.420/0001-07;SOLAR BEBIDAS S.A.;ATIVO
01.368.194/0001-45;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;CANCELADA
40.263.170/0001-83;SOLVI ESSENCIS AMBIENTAL S.A.;ATIVO
02.541.982/0001-54;SOMOS EDUCAÇÃO S.A.;CANCELADA
93.209.765/0001-17;SONAE DISTRIBUIÇÃO BRASIL SA;CANCELADA
02.594.251/0001-77;SONDIS BRASIL SA;CANCELADA
33.386.210/0001-19;SONDOTECNICA ENGENHARIA SOLOS S.A.;ATIVO
60.840.683/0001-17;SOPAVE SA SOC PAUL DE VEICULOS;CANCELADA
61.088.795/0001-26;SORANA COML E IMPORTADORA SA;CANCELADA
33.081.712/0001-31;SOTREQ SA TRATORES E EQUIPS;CANCELADA
60.688.256/0001-65;SOUTO VIDIGAL SA;CANCELADA
33.009.911/0001-39;SOUZA CRUZ SA;CANCELADA
19.511.433/0001-30;SPE AKRO SECURITIZADORA S.A.;CANCELADA
08.064.412/0001-05;SPERB DO NE SA IND TEXTIL;CANCELADA
33.000.522/0001-42;SPERRY SA;CANCELADA
45.397.007/0001-27;SPLICE DO BRASIL TELEC  E ELETRONICA S/A;CANCELADA
10.948.651/0001-61;SPRINGER CARRIER NE SA;CANCELADA
92.929.520/0001-00;SPRINGER SA;CANCELADA
07.718.269/0001-57;SPRINGS GLOBAL PARTICIPAÇ+ES S/A - EM RECUPERAÃ+O JUDICIAL;ATIVO
59.290.239/0001-96;SPSCS INDUSTRIAL SA;CANCELADA
01.328.630/0001-52;ST MICHEL SA;CANCELADA
33.460.635/0001-20;STANDARD ELETRONICA SA;CANCELADA
91.495.499/0001-00;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;CANCELADA
00.622.416/0001-41;STATKRAFT ENERGIAS RENOVÁVEIS S.A.;ATIVO
12.592.746/0001-10;STEIN SP II PARTICIPAÇÕES S.A.;CANCELADA
78.363.322/0001-92;STEVIAFARMA INDUSTRIAL SA;CANCELADA
02.286.509/0001-78;SUBESTAÇÃO ELETROMETRÔ S/A;CANCELADA
02.930.076/0001-41;SUBMARINO S/A;CANCELADA
02.062.747/0001-08;SUDESTE SA;ATIVO
60.894.110/0001-76;SUDESTE SA IND E COMERCIO;CANCELADA
13.584.310/0001-42;SUGOI S.A.;ATIVO
01.957.772/0001-89;SUL 116 PARTICIPAÇÕES S.A.;ATIVO
33.040.924/0001-70;SUL AMERICA CAPITALIZACAO S.A.;CANCELADA
33.041.062/0001-09;SUL AMERICA CIA NACL SEGUROS;CANCELADA
29.978.814/0001-87;SUL AMERICA S/A;CANCELADA
29.978.814/0001-87;SUL AMERICA S/A;CANCELADA
92.664.937/0001-80;SUL AMERICA STA CRUZ SEGS SA;CANCELADA
92.659.945/0001-38;SUL BRASILEIRO COM IMP EXP SA;CANCELADA
89.425.623/0001-10;SUL BRASILEIRO CRED.,FINANC.E;CANCELADA
11.181.400/0001-67;SUL INVEST SECURITIZADORA S.A.;CANCELADA
01.585.482/0001-51;SUL LOGISTICA SA;CANCELADA
00.601.634/0001-08;SULABENTURES SA;CANCELADA
42.363.150/0001-00;SULFAB CIA SULFOQUIMICA DA BA;CANCELADA
92.692.433/0001-73;SULINA ALIMENTOS SA;CANCELADA
72.129.083/0001-24;SUPERAGRO SA FERT INSETICIDAS;CANCELADA
92.192.509/0001-00;SUPERMERCADOS REAL SA;CANCELADA
02.735.385/0001-60;SUPERVIA CONCESS. DE TRANPORTE FERR. S/A;CANCELADA
29.499.464/0001-76;SURAMIC S R A M IND COM SA;CANCELADA
60.651.809/0001-05;SUZANO HOLDING S.A.;ATIVO
16.404.287/0001-55;SUZANO S.A.;ATIVO
61.143.772/0001-77;SV ENGENHARIA SA;CANCELADA
08.801.621/0001-86;SYN PROP & TECH S.A.;ATIVO
08.801.621/0001-86;SYN PROP & TECH S.A.;ATIVO
08.320.244/0001-63;T BARRETO IND COM SA;CANCELADA
02.860.694/0001-62;T4F ENTRETENIMENTO SA;CANCELADA
02.860.694/0001-62;T4F ENTRETENIMENTO SA;ATIVO
28.573.830/0001-27;TAIPE TRANCOSO EMPREENDIMENTOS S/A;CANCELADA
01.832.635/0001-18;TAM S.A.;CANCELADA
47.893.664/0001-90;TAM TRANSP AEREOS REGIONAIS SA;CANCELADA
05.341.549/0001-63;TARPON INVESTIMENTOS S/A;CANCELADA
92.781.335/0001-02;TAURUS ARMAS S.A.;ATIVO
92.781.335/0001-02;TAURUS ARMAS S.A.;ATIVO
26.345.998/0001-50;TC S.A.;ATIVO
67.437.434/0001-24;TC SECURITIES CIA DE SECURITIZAÇÃO;CANCELADA
02.558.132/0001-69;TCO CELULAR PARTICIPAÇÕES  S/A;CANCELADA
12.919.786/0001-24;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;ATIVO
22.770.366/0001-82;TEC TOY S/A;CANCELADA
10.972.032/0001-02;TECANOR SA TEXTIL CATAR DO NE;CANCELADA
08.424.178/0001-71;TECBLU - TECELAGEM BLUMENAU S/A.;ATIVO
84.228.055/0001-43;TECELAGEM MALHARIA INDAIAL SA;CANCELADA
92.672.203/0001-42;TECHNOS RELOGIOS SA;CANCELADA
09.295.063/0001-97;TECHNOS SA;ATIVO
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;ATIVO
08.065.557/0001-12;TECNISA S/A;ATIVO
08.065.557/0001-12;TECNISA S/A;ATIVO
13.720.879/0001-98;TECNO WASTE S.A.;CANCELADA
61.388.310/0001-10;TECNOMONT PROJS MONTS INDLS SA;CANCELADA
33.111.246/0001-90;TECNOSOLO ENGENHARIA SA EMPRESA FALIDA;ATIVO
55.833.909/0001-12;TECPART PARTS E EMPREENDS SA;CANCELADA
00.299.045/0001-09;TEGENER PARTICIPACOES SA;CANCELADA
02.351.144/0001-18;TEGMA GESTÃO LOGÍSTICA SA;ATIVO
30.213.493/0001-09;TEGRA INCORPORADORA S.A.;ATIVO
82.636.986/0001-55;TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL;ATIVO
33.467.572/0001-34;TEKNO S.A. INDÚSTRIA E COMÉRCIO;ATIVO
02.369.651/0001-89;TELAIMA CELULAR SA;CANCELADA
02.322.103/0001-01;TELAMAZON CELULAR SA;CANCELADA
02.328.592/0001-09;TELASA CELULAR SA;CANCELADA
02.558.144/0001-93;TELE LESTE CELULAR PARTICIPAÇÕES SA;CANCELADA
02.558.156/0001-18;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;CANCELADA
02.558.154/0001-29;TELE NORTE CELULAR PARTICIPAÇÕES SA;CANCELADA
02.558.134/0001-58;TELE NORTE LESTE PARTICIPAÇÕES SA;CANCELADA
02.558.129/0001-45;TELE SUDESTE CELULAR PARTICIPAÇÕES SA;CANCELADA
02.332.982/0001-44;TELEACRE CELULAR SA;CANCELADA
02.333.355/0001-28;TELEAMAPÁ CELULAR SA;CANCELADA
02.331.879/0001-80;TELEBAHIA CELULAR SA;CANCELADA
02.320.032/0001-08;TELEBRASÍLIA CELULAR SA;CANCELADA
00.336.701/0001-04;TELEC. BRASILEIRAS S.A. - TELEBRÁS;ATIVO
02.338.114/0001-71;TELECEARÁ CELULAR SA;CANCELADA
00.058.578/0001-07;TELECOM BRASILIA SA;CANCELADA
43.642.727/0001-85;TELECOM SAO PAULO SA;CANCELADA
83.897.223/0001-20;TELECOM STA CATARINA SA;CANCELADA
28.140.226/0001-07;TELECOMUNICAÇÕES  ESP SANTO S A - TELEST;CANCELADA
15.137.276/0001-93;TELECOMUNICAÇÕES BAHIA SA;CANCELADA
17.184.201/0001-99;TELECOMUNICAÇÕES MINAS GERAIS SA;CANCELADA
02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;ATIVO
04.295.166/0001-33;TELEFONICA DATA BRASIL HOLDING SA;CANCELADA
02.341.506/0001-90;TELEGOIAS CELULAR SA;CANCELADA
48.695.928/0001-64;TELEINVEST PARTICIPACOES SA;CANCELADA
33.000.118/0001-79;TELEMAR NORTE LESTE SA;CANCELADA
33.000.118/0001-79;TELEMAR NORTE LESTE SA;CANCELADA
02.107.946/0001-87;TELEMAR PARTICIPAÇÕES SA;CANCELADA
02.340.817/0001-34;TELEMAT CELULAR SA;CANCELADA
02.558.118/0001-65;TELEMIG CELULAR PARTICIPAÇÕES S.A.;CANCELADA
02.320.739/0001-06;TELEMIG CELULAR SA;CANCELADA
02.331.492/0001-23;TELEMS CELULAR SA;CANCELADA
02.361.554/0001-40;TELEPARÁ CELULAR SA;CANCELADA
02.368.412/0001-04;TELEPISA CELULAR SA;CANCELADA
02.349.167/0001-98;TELERGIPE CELULAR SA;CANCELADA
02.330.506/0001-94;TELERJ CELULAR SA;CANCELADA
02.332.973/0001-53;TELERN CELULAR SA;CANCELADA
02.337.949/0001-07;TELERON CELULAR SA;CANCELADA
02.334.700/0001-48;TELESC CELULAR S/A;CANCELADA
02.319.126/0001-59;TELESP CELULAR SA;CANCELADA
02.325.945/0001-09;TELEST CELULAR SA;CANCELADA
01.655.694/0001-68;TELET SA;CANCELADA
01.301.301/0001-18;TELETRUST DE RECEBIVEIS SA;CANCELADA
02.476.710/0001-18;TELINVEST SA;CANCELADA
02.322.271/0001-99;TELPA CELULAR SA;CANCELADA
02.591.814/0001-73;TELPART PARTICIPAÇÕES S/A;CANCELADA
06.977.739/0001-34;TEMPO PARTICIPAÇOES S/A;CANCELADA
61.079.869/0001-68;TENENGE TEC NAC ENGENHARIA SA;CANCELADA
11.566.501/0001-56;TEREOS INTERNACIONAL S/A;CANCELADA
10.502.676/0001-37;TERMELÉTRICA PERNAMBUCO III S.A.;ATIVO
02.664.042/0001-52;TERMINAL GARAGEM MENEZES CORTES SA;ATIVO
14.688.220/0001-64;TERMINAL QUIM ARATU SA;CANCELADA
92.780.634/0001-22;TERMOLAR SA;CANCELADA
03.795.050/0001-09;TERMOPERNAMBUCO SA;ATIVO
05.799.312/0001-20;TERRA SANTA AGRO S.A.;CANCELADA
40.337.136/0001-06;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;ATIVO
01.115.535/0001-70;TESC - TERMINAL SANTA CATARINA S/A;CANCELADA
06.033.448/0001-98;TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS;CANCELADA
06.443.014/0001-66;TEXA MARANHENSE SA;CANCELADA
24.019.192/0001-46;TEXPAR SA;CANCELADA
50.116.334/0001-01;TEXTIL DUOMO SA;CANCELADA
82.982.075/0001-80;TÊXTIL RENAUXVIEW S/A;ATIVO
54.485.982/0001-88;TEXTILIA SA;CANCELADA
08.253.728/0001-37;TFA SECURITIZADORA S/A;CANCELADA
84.684.455/0001-63;TIGRE S.A. PARTICIPAÇÕES;CANCELADA
84.684.455/0001-63;TIGRE S.A. PARTICIPAÇÕES;ATIVO
02.600.854/0001-34;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;ATIVO
02.336.993/0001-00;TIM NORDESTE TELECOMUNICAÇÕES S.A.;CANCELADA
02.558.115/0001-21;TIM PARTICIPAÇÕES SA;CANCELADA
02.421.421/0001-11;TIM S.A.;ATIVO
02.332.397/0001-44;TIM SUL S.A.;CANCELADA
92.663.004/0001-78;TITAN COMERCIO E INDUSTRIA SA;CANCELADA
07.073.027/0001-53;TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A;CANCELADA
08.669.754/0001-40;TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A;CANCELADA
02.747.251/0001-60;TOBASA TOCANTINS BABACU SA;CANCELADA
62.870.720/0001-65;TOKYO LEASING DO BRASIL SA;CANCELADA
00.640.687/0001-20;TOP SHOPPING EMPRS E PARTS SA;CANCELADA
01.529.587/0001-93;TORCEDOR SA;CANCELADA
53.113.791/0001-22;TOTVS S.A;ATIVO
03.014.553/0001-91;TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.;ATIVO
59.418.806/0001-47;TRACK & FIELD CO S.A;ATIVO
90.286.105/0001-41;TRAFO EQUIPAMENTOS ELETRICOS S.A.;CANCELADA
03.410.509/0001-09;TRAIANUS SA;CANCELADA
59.105.262/0001-63;TRANSAUTO TRANSP ESPECS AUT SA;CANCELADA
60.872.173/0001-21;TRANSBRASIL SA LINHAS AEREAS - FALIDA;CANCELADA
09.074.183/0001-64;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA;ATIVO
07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;ATIVO
07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;ATIVO
02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;ATIVO
01.529.588/0001-38;TRANSUL SA;CANCELADA
38.042.694/0001-00;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;ATIVO
43.335.774/0001-86;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;ATIVO
26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;ATIVO
26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;ATIVO
94.813.102/0001-70;TRÊS TENTOS AGROINDUSTRIAL S.A.;ATIVO
92.660.570/0001-26;TREVISA  INVESTIMENTOS SA;ATIVO
02.509.186/0001-34;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;CANCELADA
13.558.226/0001-54;TRIKEM SA;CANCELADA
32.185.928/0001-84;TRILUX PARTICIPACOES SA;CANCELADA
23.438.929/0001-00;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;ATIVO
24.717.074/0001-01;TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A.;CANCELADA
08.811.643/0001-27;TRISUL S/A;ATIVO
08.811.643/0001-27;TRISUL S/A;ATIVO
24.955.657/0001-70;TRIUNFO SECURITIZADORA DE ATIVOS S.A.;CANCELADA
02.987.278/0001-20;TRK BRASIL TRUST SA;CANCELADA
20.553.221/0001-02;TROCAFONE S.A.;CANCELADA
61.227.963/0001-17;TROL SA INDUSTRIA E COMERCIO;CANCELADA
88.209.697/0001-56;TROMBINI PAPEL E EMBALAGENS SA;CANCELADA
75.049.965/0001-78;TROMBINI SA ADM E PARTICIPACAO;CANCELADA
15.115.504/0001-24;TRONOX PIGMENTOS DO BRASIL S.A.;ATIVO
61.418.430/0001-12;TRORION SA;CANCELADA
36.243.187/0001-00;TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II;CANCELADA
42.603.513/0001-37;TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.;CANCELADA
12.130.744/0001-00;TRUE SECURITIZADORA S.A.;CANCELADA
12.130.744/0001-00;TRUE SECURITIZADORA S.A.;CANCELADA
43.107.119/0001-70;TRUFANA TEXTIL SA;CANCELADA
11.716.471/0001-17;TRX SECURITIZADORA S.A.;CANCELADA
00.313.160/0001-90;TUPIANA SA;CANCELADA
01.158.851/0001-20;TUPINAMBARANA SA;CANCELADA
81.599.961/0001-66;TUPY METALMECANICA SA;CANCELADA
84.683.374/0001-49;TUPY SA;ATIVO
26.982.634/0001-80;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;ATIVO
60.479.813/0001-38;UCAR CARBON SA;CANCELADA
03.748.077/0001-32;UHESC S/A;CANCELADA
05.388.437/0001-68;ULBRA RECEBIVEIS S/A;CANCELADA
61.600.953/0001-85;ULTRAFERTIL SA IND. E COM;CANCELADA
33.256.439/0001-39;ULTRAPAR PARTICIPAÇÕES SA;ATIVO
34.266.973/0001-99;ULTRAQUIMICA PARTICIPACOES SA;CANCELADA
07.394.616/0001-33;UNI CIDADE SPTRUST DE RECEBÍVEIS SA;CANCELADA
60.665.981/0001-18;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;ATIVO
60.400.512/0001-77;UNIBANCO BANCO INV BRASIL SA;CANCELADA
00.022.034/0001-87;UNIBANCO HOLDINGS S.A.;CANCELADA
34.120.899/0001-06;UNIBANCO LEASING S.A .-ARREND.MERCANTIL;CANCELADA
44.071.785/0001-69;UNIBANCO LEASING S.A.- ARREND. MERCANTIL;CANCELADA
44.071.785/0001-69;UNIBANCO LEASING S.A.- ARREND. MERCANTIL;CANCELADA
33.783.754/0001-14;UNIBANCO SISTEMAS SA;CANCELADA
33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;CANCELADA
61.071.387/0001-61;UNICARD BANCO MULTIPLO S.A.;CANCELADA
90.441.460/0001-48;UNICASA INDÚSTRIA DE MÓVEIS S.A.;ATIVO
75.609.123/0001-23;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;ATIVO
45.736.131/0001-70;UNIDAS LOCADORA S.A.;ATIVO
02.255.187/0001-08;UNIFIQUE TELECOMUNICAÇÕES S.A.;ATIVO
05.303.439/0001-07;UNIGEL PARTICIPAÇÕES S.A.;ATIVO
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;ATIVO
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;ATIVO
